system:index,area_km2,year,class,band,class_name,.geo
26_0_6,1.011480252,2011,20,classification_2011,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_7,2028.459416,2011,21,classification_2011,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_8,102.9415963,2011,24,classification_2011,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_9,84.9432927,2011,25,classification_2011,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_10,288.5844873,2011,29,classification_2011,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_11,158.59943,2011,33,classification_2011,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_12,2635.55916,2011,39,classification_2011,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_13,884.9112196,2011,41,classification_2011,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0_14,57.40340452,2011,62,classification_2011,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_0,5463.419957,2012,3,classification_2012,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_1,5745.002314,2012,4,classification_2012,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_2,120.6503147,2012,9,classification_2012,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_3,474.8442804,2012,11,classification_2012,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_4,1310.662808,2012,12,classification_2012,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_5,8385.657462,2012,15,classification_2012,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_6,0.4533737886,2012,20,classification_2012,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_7,2070.344412,2012,21,classification_2012,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_8,106.7482989,2012,24,classification_2012,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_9,86.63042097,2012,25,classification_2012,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_10,288.4881377,2012,29,classification_2012,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_11,130.6232362,2012,33,classification_2012,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_12,2757.990016,2012,39,classification_2012,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_13,724.919941,2012,41,classification_2012,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0_14,58.58598988,2012,62,classification_2012,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_0,5464.028288,2013,3,classification_2013,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_1,5735.382232,2013,4,classification_2013,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_2,150.9563616,2013,9,classification_2013,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_3,563.9676346,2013,11,classification_2013,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_4,1204.958923,2013,12,classification_2013,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_5,8236.41588,2013,15,classification_2013,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_6,0.1737966878,2013,20,classification_2013,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_7,2138.491155,2013,21,classification_2013,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_8,111.1083804,2013,24,classification_2013,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_9,84.87960978,2013,25,classification_2013,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_10,288.6297971,2013,29,classification_2013,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_11,131.0033979,2013,33,classification_2013,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_12,3026.701461,2013,39,classification_2013,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_13,563.8410142,2013,41,classification_2013,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0_14,24.48303004,2013,62,classification_2013,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_0,5455.147527,2014,3,classification_2014,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_1,5723.348473,2014,4,classification_2014,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_2,156.3806574,2014,9,classification_2014,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_3,635.1389778,2014,11,classification_2014,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_4,1124.891196,2014,12,classification_2014,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_5,8198.194337,2014,15,classification_2014,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_6,0.1574641967,2014,20,classification_2014,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_7,2185.82326,2014,21,classification_2014,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_8,114.7473281,2014,24,classification_2014,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_9,89.41303492,2014,25,classification_2014,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_10,288.7139163,2014,29,classification_2014,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_11,144.1728751,2014,33,classification_2014,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_12,3065.820153,2014,39,classification_2014,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_13,508.9297732,2014,41,classification_2014,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0_14,34.14198958,2014,62,classification_2014,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_0,5464.424703,2015,3,classification_2015,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_1,5709.538061,2015,4,classification_2015,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_2,169.6386856,2015,9,classification_2015,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_3,534.5626611,2015,11,classification_2015,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_4,1224.110609,2015,12,classification_2015,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_5,8245.362216,2015,15,classification_2015,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_6,0.2417952428,2015,20,classification_2015,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_7,2150.324512,2015,21,classification_2015,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_8,116.7576303,2015,24,classification_2015,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_9,93.59084915,2015,25,classification_2015,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_10,288.8469822,2015,29,classification_2015,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_11,137.4191296,2015,33,classification_2015,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_12,3127.863611,2015,39,classification_2015,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_13,436.615673,2015,41,classification_2015,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0_14,25.7238438,2015,62,classification_2015,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_0,5465.018312,2016,3,classification_2016,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_1,5661.869057,2016,4,classification_2016,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_2,175.7328656,2016,9,classification_2016,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_3,529.0739604,2016,11,classification_2016,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_4,1238.637464,2016,12,classification_2016,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_5,8304.490113,2016,15,classification_2016,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_6,0.160913432,2016,20,classification_2016,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_7,2071.164934,2016,21,classification_2016,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_8,118.8401059,2016,24,classification_2016,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_9,95.78622174,2016,25,classification_2016,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,288.9550816,2016,29,classification_2016,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,131.4447023,2016,33,classification_2016,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,3171.436662,2016,39,classification_2016,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,439.2917013,2016,41,classification_2016,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_14,33.118869,2016,62,classification_2016,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,5457.953542,2017,3,classification_2017,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,5667.884991,2017,4,classification_2017,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,177.8248627,2017,9,classification_2017,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,449.1070378,2017,11,classification_2017,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,1316.310566,2017,12,classification_2017,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,8331.647858,2017,15,classification_2017,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,0.1574705786,2017,20,classification_2017,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_7,2008.463038,2017,21,classification_2017,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_8,121.0728845,2017,24,classification_2017,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_9,97.27434641,2017,25,classification_2017,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_10,288.932921,2017,29,classification_2017,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_11,123.9169805,2017,33,classification_2017,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_12,3231.496712,2017,39,classification_2017,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_13,440.0266987,2017,41,classification_2017,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_14,12.95105484,2017,62,classification_2017,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,5457.258031,2018,3,classification_2018,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_1,5672.359331,2018,4,classification_2018,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_2,179.0864065,2018,9,classification_2018,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_3,600.2556864,2018,11,classification_2018,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_4,1143.398367,2018,12,classification_2018,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_5,8488.594357,2018,15,classification_2018,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_6,0.02581099866,2018,20,classification_2018,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_7,1889.894133,2018,21,classification_2018,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_8,123.5998476,2018,24,classification_2018,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_9,97.59968636,2018,25,classification_2018,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_10,288.984565,2018,29,classification_2018,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_11,146.1594334,2018,33,classification_2018,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_12,3265.946049,2018,39,classification_2018,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_13,356.2559145,2018,41,classification_2018,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_14,15.60334387,2018,62,classification_2018,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,5445.025357,2019,3,classification_2019,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_1,5626.017006,2019,4,classification_2019,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_2,180.9108321,2019,9,classification_2019,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_3,515.1250289,2019,11,classification_2019,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_4,1266.149851,2019,12,classification_2019,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_5,8566.181753,2019,15,classification_2019,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_6,0.01720606476,2019,20,classification_2019,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_7,1806.84685,2019,21,classification_2019,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_8,125.0681492,2019,24,classification_2019,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_9,97.15990711,2019,25,classification_2019,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_10,289.1159381,2019,29,classification_2019,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_11,132.0257824,2019,33,classification_2019,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_12,3361.875622,2019,39,classification_2019,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_13,305.9384678,2019,41,classification_2019,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_14,7.563212316,2019,62,classification_2019,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,5415.81227,2020,3,classification_2020,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_1,5587.606282,2020,4,classification_2020,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_2,182.4216322,2020,9,classification_2020,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_3,375.7063228,2020,11,classification_2020,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_4,1423.845094,2020,12,classification_2020,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_5,8587.490071,2020,15,classification_2020,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_6,0.04645818103,2020,20,classification_2020,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_7,1837.318003,2020,21,classification_2020,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_8,126.2060513,2020,24,classification_2020,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_9,98.76076675,2020,25,classification_2020,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_10,289.2481409,2020,29,classification_2020,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_11,119.2477658,2020,33,classification_2020,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_12,3275.840728,2020,39,classification_2020,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_13,380.0822031,2020,41,classification_2020,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_14,25.38917434,2020,62,classification_2020,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_0,5359.87397,2021,3,classification_2021,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_1,5574.944636,2021,4,classification_2021,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_2,186.0562513,2021,9,classification_2021,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_3,428.7863656,2021,11,classification_2021,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_4,1391.905784,2021,12,classification_2021,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_5,8478.78687,2021,15,classification_2021,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_6,0.03957580402,2021,20,classification_2021,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_7,1954.184087,2021,21,classification_2021,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_8,128.0706044,2021,24,classification_2021,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_9,106.0794985,2021,25,classification_2021,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_10,289.2815746,2021,29,classification_2021,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_11,133.2097549,2021,33,classification_2021,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_12,3380.577417,2021,39,classification_2021,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_13,308.7149886,2021,41,classification_2021,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0_14,4.509583851,2021,62,classification_2021,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_0,5412.983115,2022,3,classification_2022,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_1,5431.214729,2022,4,classification_2022,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_2,185.2151957,2022,9,classification_2022,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_3,536.0261476,2022,11,classification_2022,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_4,1316.862838,2022,12,classification_2022,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_5,8340.918936,2022,15,classification_2022,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_6,0.041296255,2022,20,classification_2022,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_7,2122.042237,2022,21,classification_2022,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_8,128.3135569,2022,24,classification_2022,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_9,115.6129959,2022,25,classification_2022,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_10,289.2343694,2022,29,classification_2022,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_11,133.4283095,2022,33,classification_2022,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_12,3429.829143,2022,39,classification_2022,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_13,258.1665376,2022,41,classification_2022,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0_14,25.13155616,2022,62,classification_2022,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_0,5386.789119,2023,3,classification_2023,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_1,5295.291932,2023,4,classification_2023,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_2,185.1011058,2023,9,classification_2023,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_3,585.7231234,2023,11,classification_2023,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_4,1284.742871,2023,12,classification_2023,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_5,8050.85486,2023,15,classification_2023,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_6,0.041296255,2023,20,classification_2023,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_7,2518.455498,2023,21,classification_2023,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_8,131.1374828,2023,24,classification_2023,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_9,151.5539512,2023,25,classification_2023,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_10,289.304784,2023,29,classification_2023,Rocky outcrop,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_11,130.8329661,2023,33,classification_2023,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_12,3441.267501,2023,39,classification_2023,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_13,248.7946322,2023,41,classification_2023,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0_14,25.12984048,2023,62,classification_2023,Cotton,"{""type"":""MultiPoint"",""coordinates"":[]}"